text,label
$TZA is a rocket ship!!!,2
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",2
$vxx starting to creep up while $spy sits near hod ...,1
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,2
VIVUS $VVUS bear raid in effect. Stock down 12%,0
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,0
$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,0
$renn topping tail 5 min. chart at 7.31 short from here.,0
$SPY weak close,1
$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,1
$EFUT hod  posted buy pm at $4.40,2
$AAPL short some 592.49,0
"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",0
"$AAPL Taking out the shorts here, a punishing reminder not to spear the  strongest in the herd.",1
Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,1
"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",2
$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,2
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,2
$AXP Looking for continuation with volume increase http://stks.co/c8sR,1
MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,2
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,1
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",2
$SPY Long 1/2 position 137.89,2
$AAPL price momentum weakening going into the close.,1
RT @ACInvestorBlog $AAPL still on track for $500,1
$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,1
$BAC in for swing trade  looks like want go up,2
$PCLN runs into the 50sma on the acquisition news,2
$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),1
$WYNN big bounce,2
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,1
$AAPL wants lower. up waves getting smaller on the 2 min,0
Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,0
"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",1
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,2
Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,2
$AAPL 620 resistance area,1
what is up with $HK..... from Jan to now it's been a sinking ship...,0
"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",1
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,2
"$AAPL bounce right now has no vol, more vol when it slid",1
"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",2
$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,1
$AAPL long 630.91,2
"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",0
$KCG bot at 2.24,2
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,1
pretty steady accumulation off support today.  Purdy. $AGU,2
Out of shorts $ALTR at 38.85 with loss,2
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",0
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,2
"$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL",2
"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",1
$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,2
"Went long on this $COG, will see 70's again me thinks",2
$AAPL nibbling on a small long via 525.. buying off 13min charts..,2
Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,2
"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",2
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,1
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,2
$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,2
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,1
$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,1
$KITD Looking for a oversold bounce.,2
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,1
$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,2
$aapl.  Test the high today and probably go beyond after hours...,2
Long $PCLN,2
"$HLF shorts made a killing last couple days, might make more if cover and buy back?",0
Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,0
$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,0
RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,1
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,2
$DMND green and moving,2
$MTD (Mettler-Toledo) ready for a breakout,2
$ACAD under $2 today?,1
$amzn breaking,1
$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,1
"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",1
RT @bman1 $LNG looks primed also $EGHT poised to run too...,2
$AAPL broke descending channel....will it hold?,1
$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,1
"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",1
$AMD big dumping... would not touch it for a while,0
$GNRC finding support at its 10-day line so far.,1
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",2
"$QCOR Just added 3,000 shares @28.",2
"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",1
$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,0
"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",2
Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,2
Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,2
$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,2
$FB Nice buyable intraday dip right here,2
$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,2
$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,2
$GOOG resistance turned support?  It,2
$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,2
Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,2
$AAPL I am big OUT from this. seems its falling towards 530.. :(,0
$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,2
$NFLX VISION : short term consolidation then movement higher http://stks.co/j05uu,1
$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,1
$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,1
$brcm raises revenue forecast,2
$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,2
$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,2
$EDU bouncing nicely after add-on (posted),2
$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,2
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,2
$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,2
"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",2
$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,0
"$TYC just about to break out to new highs, lots of technicals looking great right now.",2
"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",1
"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",1
$SPY wouldn't be surprised to see a green close,2
@Vegastrader66 Looks like good entry for $QIHU here.,2
$INO back in this am small post,2
"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",2
$LINE biggies must be loading up here at lows..,2
$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,0
Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,1
"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",2
"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",2
@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,1
EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,1
$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,2
"$AAPL double bottom could be in, keep in mind",1
@Joerazorback This time I think $AAPL will miss again. Generally speaking market is near top when everyone thinks that market goes only up,0
"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",2
$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,1
@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,2
"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",2
"Long Position on $GOL,...Updating http://stks.co/fdmm",2
$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,0
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,2
$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,1
$NFLX +3% of the lows,1
$SBUX getting sold here.,0
$PG Ackman making the big added efficiency argument. betting on operational imporvement in a huge conglomerate can go either way imo.,1
$RIMM $spx $nya $compq $djia all going down,0
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",2
$ocn has the stuff. Will be looking to add shares if we get a new high breakout.,2
$BBRY hearing rumours of a major joint venture announcement.,2
$AAPL Good time to buy. Will the run come before earnings or after?,2
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",0
$UVXY Put the chum out there at key support then next level down - careful,1
Entering long Lockheed Martin $LMT at Thursday's open. http://stks.co/eXtA,2
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,1
"Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",0
$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,0
"$SLV -4.44% at 18 now AWFUL, down from 42.50",0
$SPY c'mon bulls buy DIPS!,1
@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,0
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,2
"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",0
$CRUS Upgraded to a buy by Alpha Street Research,2
"$NFLX small pos, short 180 wkly puts.",0
$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,0
$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,2
$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,0
@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,1
$NUGT longer term bullish,2
"2nd raise this year.  ""@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan""",2
$PAY 2nd time test of the 21.20-30 b/o zone.  Still not breaking out.  Moved my stop up to 20.80.,1
$SPY  still wants higher I think.,2
$BBRY lets see 14+ today,1
$DCTH Near HOD,2
$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,2
$GTE LONG at 7.44,2
$DARA breaking out,2
$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,2
"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",1
$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,1
$BBRY nice bounce,1
"$DNN picked some up, like this going into 2014",2
$NUGT Gold above 1400...wow,2
$BBRY Ready for Take OFF!,2
$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,2
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",2
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,1
$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,0
"Long Position on $IP,....Scaling UP http://stks.co/sIln",2
$FB churning in high volume @ IPO price. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.,1
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,0
"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",2
"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",1
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,2
$AMCN pushing highs,2
@pierrules: $SIRI LONG!!,2
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,2
$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,0
"$CNDO 21% short float, shorts likely to take profits into close",1
$RNN staying above the open a very good sign!!!,2
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,2
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),0
$PRGN A bottom right here?,1
"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",1
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",2
$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,1
$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,1
$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,1
"$RNN day traders flushed out, it should start going up slowly from now on .",2
@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,0
$YELP This goes green and so many shorts are toast!,2
RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,1
$AMRN Got sell signal 7/1/14 still in force with target below 1.50,0
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",0
New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,2
$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,2
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",1
$AAPL Nice RSI 33 bounce at 9:58,1
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",0
$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,2
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,1
@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,1
"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",0
$FTI Breakout today after reporting earnings last night,2
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",2
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,2
$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,1
$RAD All my charts are flashing oversold.,1
$RSOL bought 3500 shares today!,2
$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,2
$CAMT Looks like might break down. I'm out,0
$ATHN Seems like a good short setup. Stop above the 50 day. No position.,0
$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,1
$AAPL  downgrade is bias. This stock is a buy.,2
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,2
$PLUG bear raid,0
$GPRO down 25% since Tue morning.,0
$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,2
$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,2
"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",2
$RAD I would consider this opportunity to add my position because the company is on the right track they are still improving sales...,2
$GTAT Will re-enter short on bounce...,0
$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,2
$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,2
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,0
$RNN More bleeding Monday.,0
$PLUG Closed short position. Small gain. Not interested in options expiring worthless,1
$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,1
$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,1
$MXWL Oh snap. Just went long again. LT,2
$HRL ready to pop! http://stks.co/s0Ny4,2
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,0
$FB i guess they want it down look at the those sell orders,0
@ACInvestorBlog: $SPY eod run :),2
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,1
$Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,0
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,2
$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,1
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,1
$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,1
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,0
"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",2
"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",1
@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,0
"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",2
$KEP breaking out when the market pulls back  http://stks.co/r0cet,2
$VIPS similar pattern like beginning of May. Did u sell? Same now..will go up much higher after this drop.,2
"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",2
$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,2
@BULLYA @pollux654321 My 50 $KORS 80 Calls are going to b a Blessing for my Daughters tuition!,2
$FB they are hitting  everything in sight.short it. but twtr,0
$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,0
"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",2
"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",0
"$INO Up, up, and away!",2
$BOBE down $2.84  premarket,0
$CHRM Loooooongggggg base,2
$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,0
$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,2
$GS sells flat..I am out..,0
Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,2
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,0
$WX Decent pull back . .,1
"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",2
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,2
Long $GPRO for a brealout trade,2
$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,1
$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,0
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",1
@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,2
Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,1
"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",1
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,0
$YANG Double bottom 5.2,1
$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,2
$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,2
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,1
"$WFM Bought a little yesterday, hoping for an earnings pop.",2
EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,1
$IBIO  up 10% in premarket ready for lift off,2
"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs",2
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",1
"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",2
$LUV Continues to consolidate above previous break out area...,1
$REN bottoming out again.. Good time to buy,2
$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,1
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,1
$GALE Breakout Coming Soon!,2
"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",1
$AAPL $131 rally mode,2
$MPWR CEO sells 450k april 15th..meh,1
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",0
$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,0
$AMZN Going thru the roof needs a sell!,2
"$ESI on lows, down $1.50 to $2.50 BK a real possibility",0
Short on $ATVI from 24.55.,0
End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,2
"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",1
$NEON oversold,2
"$SSYS just re-tested lows . Should rise steadily from here. It hit $81 just 21 trading days ago, and $130.86 on Sept 18. It'll do it again.",2
"$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.",2
$INVE : SEE YA ABOVE $8,2
$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,2
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",2
Exact (EXAS) Flagged As Strong On High Volume $EXAS http://stks.co/r26Ra,2
$BIOC RSI extremely in long's favor looking at BIOC historically.,2
$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,2
$VMW  Got a nice push today following small sweepers of May C this morning,1
$DDD 3D Systems (DDD) Stock Receives Ratings Downgrade Today at Jefferies http://stks.co/g1cqd,0
$AAPL Dips being bought up real quick. Higher lows fo sho,1
Long $X 24.62,2
$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,2
@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,2
ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,0
$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,2
"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",0
$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,1
$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,2
"$ONTY Continues to base as debate lingers. ONT-10 data next potential catalyst. If positive, stock quickly moves to $10. Downside limited.",1
$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,2
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,2
$IWM same conditions that sent markets to tumble all hitting this week,1
$CRK time to accumulate for a long position with far more upside than downside,2
$BWLD bearish engulfing candle,0
for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,0
$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,2
$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,2
$NUAN held up well after the big gains! Maybe we're finally on the move on this!!its still very undervalued and has major upside,2
Why $MCD looks set to fall further. http://stks.co/f2fgj,0
@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,1
$FB bot some @78.47 breakout from the consolidation zone :D,2
$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,1
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,1
"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",2
$GEVO PLUNGING!  Back to $3.55.,0
energy still failing to close above the 10D MA.  continues to stand out weak $XLE,0
$ENB.CA {Head&Shoulders} bullish reversal setup and breakout. Oil and Gas Pipleline stock. $USO,1
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",2
Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,0
"$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy",2
$TSLA is now up 57% from its February low. Amazing rebound.,2
$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,0
"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",0
$YHOO About to break out on the 5-min...,1
$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,1
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,0
$SAVE long. https://t.co/yEJuS9cMlC,2
@mugatushair Now it is time to short $TSLA,0
$COST Costco less than stellar day but it held the 50 day moving average,1
"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",1
Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST,2
$INTC finally some nice downside move... looking for the 31 handle to break,0
"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",1
"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork",1
